,id,status,infection_nb,viralParams,incubation_time,k
249,249,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
250,250,E,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",-94.0,5.0
251,251,R,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
252,252,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
253,253,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
254,254,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
255,255,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
256,256,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
257,257,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
258,258,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
259,259,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
260,260,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
261,261,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
262,262,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
263,263,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
264,264,R,27.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
265,265,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
266,266,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
267,267,R,33.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
268,268,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
269,269,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
270,270,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
271,271,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
272,272,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
273,273,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
274,274,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
275,275,R,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,3.0
276,276,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
277,277,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
278,278,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
279,279,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
280,280,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
281,281,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
282,282,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
283,283,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
284,284,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
285,285,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
286,286,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
287,287,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
288,288,R,75.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
289,289,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
290,290,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
291,291,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
292,292,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
293,293,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
294,294,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
295,295,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
296,296,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
297,297,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
298,298,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
299,299,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
300,300,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
301,301,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
302,302,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
303,303,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
304,304,R,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,3.0
305,305,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
306,306,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
307,307,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
308,308,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
309,309,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
310,310,R,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
311,311,E,6.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",-118.0,5.0
312,312,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
313,313,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
314,314,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
315,315,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
316,316,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
317,317,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
318,318,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
319,319,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
320,320,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
321,321,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
322,322,R,9.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
323,323,R,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
324,324,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
325,325,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
326,326,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
327,327,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
328,328,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
329,329,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
330,330,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
331,331,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
332,332,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
333,333,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
334,334,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
335,335,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
336,336,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
337,337,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
338,338,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
339,339,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
340,340,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
341,341,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
342,342,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
343,343,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
344,344,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
345,345,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
346,346,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
347,347,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
348,348,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
349,349,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
350,350,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
351,351,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
352,352,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
353,353,E,15.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",-109.0,5.0
354,354,R,6.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
355,355,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
356,356,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
357,357,R,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
358,358,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
359,359,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
360,360,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
361,361,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
362,362,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
363,363,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
364,364,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
365,365,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
366,366,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
367,367,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
368,368,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
369,369,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
370,370,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
371,371,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
372,372,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
373,373,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
374,374,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
375,375,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
376,376,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
377,377,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
378,378,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
379,379,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
380,380,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
381,381,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
382,382,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
383,383,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
384,384,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
385,385,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
386,386,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
387,387,E,74.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",-96.0,5.0
388,388,E,22.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",-100.0,5.0
389,389,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
390,390,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
391,391,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
392,392,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
393,393,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
394,394,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
395,395,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
396,396,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
397,397,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
398,398,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
399,399,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
400,400,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
401,401,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
402,402,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
403,403,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
404,404,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
405,405,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
406,406,R,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
407,407,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
408,408,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
409,409,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
410,410,R,48.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
411,411,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
412,412,E,8.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",-106.0,5.0
413,413,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
414,414,R,12.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
415,415,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
416,416,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
417,417,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
418,418,E,74.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",-101.0,5.0
419,419,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
420,420,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
421,421,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
422,422,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
423,423,R,15.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
424,424,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
425,425,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
426,426,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
427,427,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
428,428,R,55.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
429,429,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
430,430,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
431,431,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
432,432,R,27.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
433,433,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
434,434,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
435,435,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
436,436,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
437,437,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
438,438,R,8.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
439,439,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
440,440,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
441,441,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
442,442,R,48.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
443,443,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
444,444,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
445,445,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
446,446,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
447,447,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
448,448,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
449,449,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
450,450,R,8.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
451,451,R,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,3.0
452,452,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
453,453,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
454,454,R,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,2.0
455,455,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
456,456,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
457,457,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
458,458,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
459,459,R,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,3.0
460,460,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
461,461,R,6.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
462,462,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
463,463,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
464,464,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
465,465,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
466,466,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
467,467,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
468,468,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
469,469,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
470,470,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
471,471,E,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",-103.0,5.0
472,472,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
473,473,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
474,474,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
475,475,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
476,476,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
477,477,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
478,478,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
479,479,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
480,480,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
481,481,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
482,482,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
483,483,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
484,484,R,6.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
485,485,R,17.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
486,486,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
487,487,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
488,488,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
489,489,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
490,490,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
491,491,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
492,492,R,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
493,493,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
494,494,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
